,Title,Source,Description,Keywords
1871,"Shinozuka Iga no Kami jo Iga no Tsubone Yoshino ni kairei o miru ÅEØ†ÅE°ÅEÅEºÅEÅE≥ÄÅEÆÅEÅE•≥ÅEºÅEÅE≥ÄÅE±ÄÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÄ™ÅEÅEÅEÅE¶ÅEÅEÅEÅE (Iga no Tsubone, wife of Shinozuka Iga no Kami, sees an apparition at Yoshino) / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions)",https://research.britishmuseum.org/collectionimages/AN16130/AN1613004257_l.jpg,"Drawing, sumi ink on paper. Iga no Tsubone, wife of Shinozuka Iga-no-kami.  From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",ghost
1872,Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004290_l.jpg,"Drawing, sumi ink on paper. The ghost of monk Seigen appears to Sakurahime.  From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost;buddhist monk/nun
1873,Ukai Kansaku ÅEµÅEÅE£ºÅEÅEÅEÅEΩÅE / Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004291_l.jpg,"Drawing, sumi ink on paper. Kansaku, a cormorant fisherman whose spirit was released by monk Nichiren (also the subject of a Yoshitoshi triptych of 1885).  From an album of 30 ÅEÄÅEblock-readyÅEÄÅE preparatory drawings (hanshita-e) for an unpublished series.",ghost;buddhist monk/nun
1874,Kankyo hyakurankai ÅEÅEÅEÅEÅEÅEÅEÅEæÅE¶ßÅEÄ™ (Exposition for the Encouragement of Mysterious Apparitions),https://research.britishmuseum.org/collectionimages/AN16130/AN1613004273_l.jpg,"Drawing, sumi ink on paper. A monk bowing to a woman's ghost. From an album of 30 'block-ready' preparatory drawings (hanshita-e) for an unpublished series.",ghost;buddhist monk/nun
1875,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00541/AN00541635_001_l.jpg,"Painting, hanging scroll. Arhat Handaka Sonja: wearing monastic robe with shaven head and large earrings; poking with finger little dragon emanating from begging bowl in middle of rain cloud. Ink and slight colour on paper. Signed and sealed.",buddhist cleric
1876,Mashiba HisayoshiÅEÄÄÅEÅEÅEÅEÅE¥ÅEπÅEÅEÅEÅE (Mashiba Hisayoshi),https://research.britishmuseum.org/collectionimages/AN00527/AN00527187_001_l.jpg,"Colour woodblock print. Hideyoshi taking Ishida Mitsunari's hand; Mistunari wearing his hair in page-boy topknot; Warrior with sword over shoulder pestering woman with his attentions. Nishiki-e on paper. Inscribed, signed and marked.",ruler
1877,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN01357/AN01357652_001_l.jpg,"Painting, hanging scroll. Courtesan walking, wearing kimono decorated with swimming carp. Ink, colour and gold on silk. Signed and sealed.",courtesan/prostitute
1878,panel / painting,https://research.britishmuseum.org/collectionimages/AN00230/AN00230966_001_l.jpg,Panel. Susano-o no Mikoto making a pact with the spirits of disease. Ink and colours and gold on wood.,myth/legend;ill-health/injury;deity (Susanoo)
1879,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00227/AN00227269_001_l.jpg,Hanging scroll. Legend. Soga no Juro taking leave of Tora no Gozen. Ink and colours on silk.,literature;kabuki;brothel/brothel-keeper
1882,print,https://research.britishmuseum.org/collectionimages/AN00420/AN00420759_001_l.jpg,"Woodblock print. Actor Sanjo Kantaro as female tea-seller, selling Uji tea and carrying brazier, jars of tea, and teabowls in baskets. With hand-colouring and lacquer (ink and glue). Inscribed, signed, sealed and marked.",kabuki;actor/actress
1883,painting / fan,https://research.britishmuseum.org/collectionimages/AN00325/AN00325002_001_l.jpg,"Folding fan, painting. Yoshiwara dandy with attendant. One of a group of twenty-seven fans in a special storage box. Ink and light colour on paper. Inscribed, signed and sealed.",attendant;poetry;fuzoku
1884,Keich≈´ nyoÅEÄÅEetsu warai-d≈ÅEgu ÅEÅE®ÅE∏≠ÅE•≥ÅEÅE¶ÅE¨ÅEÅEÅEÅEÅEÅE∑ (Sex Toys for WomenÅEÄÅEs Pleasure in the Bedroom) / T≈ÅE: harigata ÅEÅE¨: ÅEºµÅEΩ¢ (Winter: Dildo),https://research.britishmuseum.org/collectionimages/AN01368/AN01368456_001_l.jpg,"Fourth in a set of four koban-format colour woodblock prints, depicting sex toys of the four seasons.",shunga;eroticism/sex
1885,Keich≈´ nyoÅEÄÅEetsu warai-d≈ÅEgu ÅEÅE®ÅE∏≠ÅE•≥ÅEÅE¶ÅE¨ÅEÅEÅEÅEÅEÅE∑ (Sex Toys for WomenÅEÄÅEs Pleasure in the Bedroom) / Sh≈´: kawa-gata ky≈ÅEtai ÅEßÅE: ÅEÅE©ÅEΩ¢ÅEÅEÅEÅE¢ÅE (Autumn: Leather Phallus Bag),https://research.britishmuseum.org/collectionimages/AN01368/AN01368454_001_l.jpg,"Third in a set of four koban-format colour woodblock prints, depicting sex toys of the four seasons.",shunga;eroticism/sex
1886,"Keich≈´ nyoÅEÄÅEetsu warai-d≈ÅEgu ÅEÅE®ÅE∏≠ÅE•≥ÅEÅE¶ÅE¨ÅEÅEÅEÅEÅEÅE∑ (Sex Toys for WomenÅEÄÅEs Pleasure in the Bedroom) / Ka: Namako no wa, rin no tama, sh≈ÅE-gata ÅE§ÅE: ÅEµ∑ÅEº†ÅEÅEÆÅEº™, ÅEÅE≥ÅEÅEÆÅEÅEÅE, ÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅEÅE (Summer: Sea-cucumber Ring, Jewel Balls, Small Dildo)",https://research.britishmuseum.org/collectionimages/AN01368/AN01368450_001_l.jpg,"Second in a set of four koban-format colour woodblock prints, depicting sex toys of the four seasons.",shunga;eroticism/sex
1887,"Keich≈´ nyoÅEÄÅEetsu warai-d≈ÅEgu ÅEÅE®ÅE∏≠ÅE•≥ÅEÅE¶ÅE¨ÅEÅEÅEÅEÅEÅE∑ (Sex Toys for WomenÅEÄÅEs Pleasure in the Bedroom) / Shun: Kabuto-gata, yoroi-gata ÅEÅE•: ÅEÅE≤ÅEΩ¢, ÅEÅEßÅEΩ¢ (Spring: Helmet, Armour)",https://research.britishmuseum.org/collectionimages/AN01358/AN01358127_001_l.jpg,"First in a set of four koban-format colour woodblock prints, depicting sex toys of the four seasons.",shunga;eroticism/sex
1889,print,https://research.britishmuseum.org/collectionimages/AN16129/AN1612920335_l.jpg,"Print, colour woodblock with metallic pigment. Actor seen in a mirror.  Arashi Kitsusabur≈ÅE I (Rikan) backstage as Gofukuya J≈´bei, in an imagined (mitate) performance of the play 'Igagoe d≈ÅEch≈´ sugoroku' ÅEºÅEÅE≥ÄÅE∂ÅEÅEÅEÅEÅE∏≠ÅEÅEÅEÅEÅE≠. First month, 1821.",kabuki
1890,Ehon tsuhi no hinagata ÅEµµÅEÅE¨ÅEÅE§ÅEÅE≤ÅEÅEÆÅEÅEÅEÅEΩ¢ (Picture-book Models of Couples),https://research.britishmuseum.org/collectionimages/AN00509/AN00509713_001_l.jpg,"Shunga. (No.1 -- Lane). Lovers, he wearing a festival costume and fan tied on his head. Woodblock-printed. According to register, signed.",eroticism/sex
1891,Azuma-bashi Kinryu-zan enbo ÅEÅEæÅE¶ªÅE©ÅEÅEÅEÅEÅEæÅEÅE±±ÅEÅE†ÅEÅEÅE (Distant View of Kinryuzan Temple and Azuma Bridge) / Meisho Edo hyakkei ÅEÅEÅEÅEÅEÄÅE±ÅEÅEÅE∏ÅEÅEæÅEÅEØ (One Hundred Famous Views of Edo),https://research.britishmuseum.org/collectionimages/AN00321/AN00321320_001_l.jpg,"Woodblock. Townscape. View ofAzuma-bashi bridge+ Kinryuzan.Boat,houses,temple.1 of 2. Nishiki-e on paper.",landscape
1892,Nakamura Noshio II as Kitsune Kuzunoha ÅE∫ÅEÅEª£ÅEÅEÆÅE∏≠ÅEÅEÅEÅEÅEÆÅEÅEÅEÅEÅEªÅEÅEÆÅEÅEÅEÅEÅE§ÅEÅE≠ÅEÅEÅEÅEÅEÅEÅEÅEÆÅEÅEØ,https://research.britishmuseum.org/collectionimages/AN00513/AN00513059_001_l.jpg,Woodblock print. Kabuki. Actor Nakamura Noshio as Kitsune-kusu no ha. Nishiki-e on paper.,kabuki;actor/actress
1893,Fuji no sono Soga kyodai hommo o togeru zu ÅEÅE®ÅE£´ÅE£æÅEÅEÅEÅEÅEΩÅEÅEÅEÅEÅEÅEÅEºÅEÅEÅE¨ÅEÅEÅEÅEÅEÅEÅEÅEÅE (Moor at the Foot of Mt Fuji: Picture of the Soga Brothers Achieving their Avowed Wish),https://research.britishmuseum.org/collectionimages/AN00694/AN00694613_001_l.jpg,"Colour woodblock triptych print. Soga no Goro Tokimune and Soga no Juro Sukenari fighting against Nitta Tadatsune and other warriors in rain; Goromaru about to join fight. Nishiki-e on paper. Inscribed, signed, sealed and marked.",myth/legend;history
1894,"Nakayama Kojuro VI as Chobei, an Izu pilgrim, in reality Osada no Taro Kagemune, Sawamura Sojuro III as Komatsu no Shigemori (ÅEÅE≠ÅEª£ÅEÅEÆÅE∏≠ÅE±±ÅE∞ÅEÅEÅEÅEÅEÅEÅEÅEÅEÆÅEºÅEÅE±ÅEÅEÅEÆÅE†ÅEÅE§ºÅEÅE∑ÅEÅEµÅE°ÅEÅEÆÅEÅEÅEØÅEÅE∑ÅEÅE∞ÅEÅEÆÅE§™ÅEÅEÅEÅEÅEØÅEÆÅEÅEÄÅEÅE∏ÅEÅEª£ÅEÅEÆÅE≤¢ÅEÅEÅEÅEÆÅEÅEÅEÅEÅEÅEÅEÅEÅEÆÅE∞ÅEÅEÅEæÅEÅEÆÅEÅEÅEÅEÅEÅE)",https://research.britishmuseum.org/collectionimages/AN00424/AN00424628_001_l.jpg,"Woodblock print. Kabuki. Actors as Tadamori and the lamp-lighter of Gion Temple, Kyoto, in play. Nishiki-e on paper.",kabuki;actor/actress
1895,triptych print,https://research.britishmuseum.org/collectionimages/AN00692/AN00692795_001_l.jpg,"Woodblock print, triptych. Kabuki. Popular culture. Actors, Seven Gods of Good Luck, boat. Nishiki-e on paper.",seven gods of good fortune;kabuki;boat/ship;actor/actress
1896,surimono / print,https://research.britishmuseum.org/collectionimages/AN00543/AN00543054_001_l.jpg,"Extra large colour woodblock print, surimono. Cloth banner painted with bristling scarlet figure of actor Ichikawa Danjuro VII as Shoki; large paper carp kite (koi-nobori) flying behind. With poems. Signed, sealed and inscribed.",banner;kabuki;actor/actress
1897,triptych print,https://research.britishmuseum.org/collectionimages/AN00631/AN00631905_001_l.jpg,"Woodblock print, triptych. Kabuki. Kagamiyama play scene,actors Ichikawa Danjuro as Iwafuji,Iwai Hanshiro as O-Hatsu,Iwai Shijaku as Onoe,by temple. Nishiki-e on paper.",kabuki;actor/actress
1898,"Edo shi-ire Otsu miyageÅEÄÄÅE±ÅEÅEÅE∏ÅEªÅEÅEÅE•ÅE§ßÅE¥•ÅEÅEÅEÅEÅE£ (Souvenir Paintings from Otsu, Stocked in Edo)",https://research.britishmuseum.org/collectionimages/AN00528/AN00528084_001_l.jpg,Colour woodblock print. Shaving Fukurokuju from a ladder; dog grabbed end of blind man's loincloth in its mouth and unravelling it. Nishiki-e on paper. Inscribed and signed.,traveller/travel;humour
1899,Shinpan morokoshi kyusenzan kassen no zu ÅEÅE∞ÅEÅEøÅEÅEÅEÅEπÅEÅEªÅEÅE±±ÅEÅEÅEÅEÅE¶ÅEπÅEÅEÅEÅE (Newly published picture of Chinese battle at Nine Hermit Mountain),https://research.britishmuseum.org/collectionimages/AN00595/AN00595862_001_l.jpg,"Colour woodblock-printed diptych. uki-e. Chinese battle at Nine Hermit Mountain; from puppet play by Chikamatsu Monzaemon, 'Kokusenya kassen'. Inscribed and signed.",myth/legend;kabuki;history;battle
1900,Shonenko ÅE∞ÅEÅEπ¥ÅE°ÅE (The Youth's Song) / Shiika shashin kyo ÅE©©ÅEÅE•ÅEÅE©ÅEÅEÅEÅEÅE° (True Mirror of Chinese and Japanese Poems),https://research.britishmuseum.org/collectionimages/AN00605/AN00605494_001_l.jpg,"Colour woodblock print. One from series of ten prints based on well-known Chinese and Japanese poems. Cui Guofu on horseback using willow-branch as whip; man with umbrella-hat fishing on bank. Nishiki-e on paper. Inscribed, signed, marked and sealed.",literature;equestrian
1901,Zoi-cho ÅE¢ÅEÅE°£ÅE∏ÅE (Album of Gift Prints),https://research.britishmuseum.org/collectionimages/AN00830/AN00830074_001_l.jpg,"Album, woodblock prints. 109 erotic surimono, mostly calendar prints. In chitsu (case) with title-slip.  Sheet 1.",eroticism/sex
1902,"Kanda Kon'ya-cho ÅE•ÅEÅEÅE∞ÅE¥∫ÅE±ÅEÅEÅE∫ (Dyers' Quarter, Kanda) / Meisho Edo hyakkei ÅEÅEÅEÅEÅEÄÅE±ÅEÅEÅE∏ÅEÅEæÅEÅEØ (One Hundred Famous Views of Edo)",https://research.britishmuseum.org/collectionimages/AN00517/AN00517828_001_l.jpg,"Colour woodblock oban print. Long strips of dyed cotton cloth hanging from high drying frames in Kon'ya-cho; Strips of white cloth decorated with patters; slight breeze through bottom of hanging strips; solitary bird flying in sky; Mt Fuji in distance. 1 of 2 impressions. Nishiki-e on paper. Inscribed, signed, sealed and marked.",landscape
1903,drawing,https://research.britishmuseum.org/collectionimages/AN00758/AN00758672_001_l.jpg,Sketch. Male street performer dancing with lion mask and fan. Ink on paper.,lion dog;dancer;dance
1904,screen / painting,https://research.britishmuseum.org/collectionimages/AN00035/AN00035893_001_l.jpg,COMPASS Image Caption: Panels 4-6,battle
1905,"Koka Mon'in no Betto ÅEÅEÅEÅEÅEÅEÅEÅEÄÅEÅE¢ÅEÅE•ÅEΩÅE / Hyakunin isshu uba ga etoki ÅEÅEæÅE∫∫ÅE∏ÄÅE¶ÅEÅEß•ÅEÅEÅEÅEÅEÅEÅEÅE®ÅEÅEÅE (One Hundred Poems by One Hundred Poets, Explained by the Nurse)",https://research.britishmuseum.org/collectionimages/AN00788/AN00788787_001_l.jpg,"Sketch, keyblock ('hanshita-e') for unpublished print. Reeds being transported on two-wheeled cart. Ink on paper. With poem. Inscribed, signed and sealed.",tree/bush;literature
1906,"Chunagon Kanesuke ÅE∏≠ÅE¥ÅEÅE®ÄÅEÅEºÅEºÅE / Hyakunin isshu uba ga etoki ÅEÅEæÅE∫∫ÅE∏ÄÅE¶ÅEÅEß•ÅEÅEÅEÅEÅEÅEÅEÅE®ÅEÅEÅE (One Hundred Poems by One Hundred Poets, Explained by the Nurse)",https://research.britishmuseum.org/collectionimages/AN00759/AN00759155_001_l.jpg,"Sketch, keyblock ('hanshita-e') for unpublished print. Ferry with passengers on board. With poem. Ink on paper. Inscribed, signed and sealed.",poetry;landscape
1907,mitate-e / painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230657_001_l.jpg,Hanging scroll. Youth and girl representing Cho Ryo and Koseki Ko. Ink and colours on paper.,travesty;myth/legend;yatsushi
1908,Mane'emon No.2 ÅEÅEæÅEÅE≠ÅEÅE∏ÅEÅEÅEÅEÅEÅEÅE∫ÅE / Furyu enshoku Mane'emon ÅE¢®ÅEµÅEÅEÅE∂ÅEÅE≤ÅEÅEÅEÅEººÅEÅEÅEÅEÅEÅEÅEÅEÅE (Elegant Amorous Mane'emon),https://research.britishmuseum.org/collectionimages/AN00509/AN00509726_001_l.jpg,Shunga. Young woman seduced by her calligraphy teacher. Woodblock-printed. Inscribed.,eroticism/sex;animal;lecturer/teacher;cat
1909,print,https://research.britishmuseum.org/collectionimages/AN00527/AN00527191_001_l.jpg,"Colour woodblock print. Bijinga. Ohisa of Takashimaya at her shop; with two seated guests on bench, lantern and curtains; with poems. Nishiki-e on paper. Signed, inscribed and marked.",bijin
1910,"Joshoku kaiko tewaza-gusa, shi, go, rokuÅEÄÄÅE•≥ÅEπÅEÅEÅEÅEÅEÅEÅEÅE•≠ÅEÅEÅEÅEÄÄÅEÅEÅE~ÅEÅE≠ (Women Engaged in the Sericulture Industry, Nos. 4-6)",https://research.britishmuseum.org/collectionimages/AN00611/AN00611849_001_l.jpg,"Colour woodblock-printed triptych. Three sheets from twelve-sheet composition. Three stages of silk production by female workers: Re-activating worms after sleep, feeding larvae with mulberry leaves, putting cocoons on trays. Nishiki-e on paper. Inscribed, signed and marked.",silk production;fuzoku
1911,"Joshoku kaiko tewaza-gusa, ichi, ni, sanÅEÄÄÅE•≥ÅEπÅEÅEÅEÅEÅEÅEÅEÅE•≠ÅEÅEÅEÅEÄÄÅE£±~ÅE∏ÅE (Women Engaged in the Sericulture Industry, Nos. 1-3)",https://research.britishmuseum.org/collectionimages/AN00611/AN00611844_001_l.jpg,"Colour woodblock-printed triptych. Three sheets from twelve-sheet composition. Three stages of silk production by female workers: laying eggs; collecting mulberry leaves; feeding of silk worms. Nishiki-e on paper. Inscribed, signed and marked.",silk production;fuzoku
1912,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230377_001_l.jpg,Hanging scroll. Geisha with samisen. Ink and colours on silk.,geisha
1913,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00227/AN00227258_001_l.jpg,Hanging scroll. Woman with lanterns and flowering tree. Ink and colours on silk.,courtesan/prostitute
1914,painting / hanging scroll / diptych,https://research.britishmuseum.org/collectionimages/AN00135/AN00135395_001_l.jpg,"Hanging scroll, painting, right of diptych. Two geishas: woman standing and carrying metal sake kettle on stand; another woman seated and leaning on metal tobacco pipe. Ink-colour and gold on silk. Signed and sealed.",geisha
1915,screen / painting,https://research.britishmuseum.org/collectionimages/AN00239/AN00239151_001_l.jpg,River festival at Nagoya with boats and city scenes. Ink and colours and gold on paper.,festival
1918,painting / handscroll,https://research.britishmuseum.org/collectionimages/AN00035/AN00035918_001_l.jpg,"COMPASS Title: Kawamura Bumpo, Chinese Scholars and Japanese Festival Scenes, a pair of handscroll paintings",daily life;procession;plant;landscape;japanese;festival;deity;chinese;artistic life;animal;horse/ass
1919,print,https://research.britishmuseum.org/collectionimages/AN00515/AN00515377_001_l.jpg,"Colour woodblock print. Two geishas performing 'manzai' performance: Tayu role dancing in court-hat and voluminous robes with fan; Manzai role wearing court-hat and playing hand-drum. Nishiki-e on paper. Signed, inscribed, sealed and marked.",geisha
1920,carte-de-visite / album,https://research.britishmuseum.org/collectionimages/AN00836/AN00836568_001_l.jpg,"Album of 42 carte-de-visite photographs of kabuki actors. Original monochrome albumen prints, mounted in a folding album.  Cover A  Photo 1: Ichikawa Sadanji in the role Togashi no Saemon, in the play 'Kanjincho'.  Photo 2: Ichikawa Danjuro IX in the role of Musashibo Benkei, in the play 'Kanjincho' at the Shintomi-za, 6th month of Meiji 20.  Photo 3: Nakamura Fukusuke IV in the role of Kesataro, in the play 'Miyajima no Danmari' at the Nakamura-za, 9th month of Meiji 20.  Photo 4: Ichikawa Danjuro IX in the role of Soga no Goro Tokimune, in the play 'Yanone' at the Shintomi-za, 11th month of Meiji 15.  Photo 5: Onoe Einosuke.  Photo 6: Onoe Kikugoro V in the role of Soga no Juro Sukenari, in the play 'Youchi Soga Susonono Homare' at the Shintomi-za, 6th month of Meiji 21.  Photo 7: Onoe Umejiro (?).  Photo 8: Ichikawa Danjuro IX, in the role of Tsukiyama Gozen, in the play 'Matsu no Sakae Chiyoda no Shintoku' at the Shintomi-za, 6th month of Meiji 11.  Photo 9: Ichikawa Danjuro IX, in the role of Tokugawa Ieyasu, in the play 'Sekigahara Kami no Aoiba' at the Shintomi-za, 6th month of Meiji 20.  Photo 10: Ichikawa Danjuro IX.  Photo 11: Nakamura Fukusuke IV in the role of Kohagi, in the play 'Sakigake Gempei Tsutsuji' at the Shintomi-za, 3rd month of Meiji 20.  Photo 12: Nakamura Fukusuke IV, in the role of Yoshitsune, in the play 'Mibae Genji Michinoku Nikki' at the Shintomi-za, 12th month Meiji 19.  Photo 13: Nakamura Fukusuke IV in the role of Yaegaki-hime, in the play 'Koetsu Kodan Tsukue no Nukigaki' at the Kotobuki-za, 9th month of Meiji 16.  Photo 14: Ichikawa Sadanji.  Photo 15: Onoe Kikugoro V, in the role of Kagatobi Umekichi, in the play 'Mekura Nagaya Ume no Kagetobi' at the Chitose-za, 3rd month Meiji 19.  Photo 16: Ichikawa Danjuro IX.  Photo 17: Ichikawa Danjuro IX.  Photo 18: Ichikawa Danjuro IX in the role of Oishi Kuranosuke, in the play 'Chushingura Nenju Gyoji' at the Ichimura-za, 4th month of Meiji 15.  Photo 19: Nakamura Fukusuke IV in the role of Hototogisu, in the play 'Ume no Haru Tateshu no Gosho-zome' at the Chitose-za, 2nd month of Meiji 20.  Photo 20: Ichikawa Danjuro IX in the role of Kinoshita Tokichiro Hideyoshi, in the play 'Tanehisago Shinsho Taiheki' at the Ichimura-za, 10th month of Meiji 17.  Photo 21: Ichikawa Danjuro IX in the role of Watanabe Kazan, in the play 'Yumemonogatari Rosei no Sugata-e' at the Shintomi-za, 5th month of Meiji 19.  Photo 22: Ichikawa Danjuro IX in the role of Soga no Goro Tokimune, in the play 'Youchisoga karibano Akebono' at the Shintomi-za, 6th month of Mieji 14.  Photo 25: Nakamura Jusaburo IV.  Photo 26: Ichikawa Yonezo.  Photo 27: Nakamura Shikan IV in the role of Yamamoto Kansuke, in the play 'Honcho Nijushi-ko' at the Ichimura-za, 4th month of Meiji 21.  Photo 28: Ichikawa Arajiro.  Photo 29: Onoe Kikugoro V in the role of Daiku Rokusaburo, in the play 'Kodaigata Shinzone Yukata' at the Shintomi-za, 6th month of Meiji 14.  Photo 30: Ichikawa Sadanji.  Photo 31: Ichikawa Danjuro IX in the role of Yaegaki-hime, in the play 'Honcho Niju-shi-ko' at the Ichimura-za, 4th month of Meiji 21.  Photo 33: Nakamura Fukusuke IV in the role Onna Sendo, in the play 'Ironi naru Momiji no Yubae' at the Saruwaka-za, 11th month of Meiji 15.  Photo 34: Nakamura Fukusuke IV in the role of Onami, in the play 'Medashi Yanagi Midori no Matsumae' at the Shintomi-za, 1st month of Meiji 16.  Photo 36: Bando Kakitsu in the role of Ukiyo Tokei, in the play 'Suibodai Shinshu no Mataroku' at the Chitose-za, 10th month of Meiji 18.  Photo 37: Onoe Kikunosuke II.  Photo 38: Iwai Hanshiro VIII.  Photo 39: Ichikawa Danjuro IX in the role of Ise no Samuro Yoshimori, in the play 'Mibaegenji Michinok",kabuki;actor/actress
