Title,Source,Description,Keywords
Sekiya ・・ｻ・・ｻ・ｽ｢・・ｻ・ｽｱ・・ｻ (No. 16 Gatehouse) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589003_001_l.jpg,"Woodblock print, oban tate-e. Shirai Gonpachi tying his belt by a netted palanquin with his foot on the neck of a prostrate porter. Poem inscribed above.",warrior;poetry
Hana chiru sato ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽ｣・・ｻ・・ｻ・・ｻ (No. 11 Hana chirusato) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588998_001_l.jpg,"Woodblock print, oban tate-e. Kato Shigeuji seated on a bench holding a sake cup containing a cherry blssom; a maiden beside him. Poem inscribed above.",poetry;bijin
Hana no en ・・ｻ・・ｻ・ｽｱ・・ｻ・ｽｮ・ｽｴ (No. 8 Festival of Cherry Blossoms) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588995_001_l.jpg,"Woodblock print, oban tate-e. The actor Iwai Kumesaburo as Hinadori with a maid under a blossoming cherry tree, in a scene from a kabuki play. Poem inscribed above.",poetry;kabuki;cherry blossom;actor/actress
Momiji no ga ・・ｻ・ｽｴ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｳﾂ (No. 7 Autumn Outing) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588993_001_l.jpg,"Woodblock print, oban tate-e. The actor Ichikawa Danjuro VIII as Endo Musha Morito on a flight of stone steps amidst falling maple leaves holding up the severed head of Kesa Gozen in a scene from a kabuki play. Poem inscribed above.",poetry;kabuki;actor/actress
Suetsumuhana ・・ｻ・・ｻ・ｽｫ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｱ (No. 6 Safflower) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588991_001_l.jpg,"Woodblock print, oban tate-e. Kumagai Jiro Naozane threatening Anewa Heita, who is bent over backwards at his feet holding a straw hat. Poem inscribed above.",warrior;poetry
Utsusemi ・・ｻ・ｽｩ・ｽｺ・・ｻ・・ｻ・・ｻ (No. 3 Shell of Locust) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588987_001_l.jpg,"Woodblock print, oban tate-e. Soga Goro Tokimune with drawn sword lifts a mosquito-net in order to kill his father's murderer, Kudo Suketsune. Poem inscribed above.",warrior;poetry
Hahakigi ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・ｽｨ (No. 2 Broom Tree) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588985_001_l.jpg,"Woodblock print, oban tate-e. The Fox Woman Kuzunoha, separated from her sleeping son by a paper screen that reveals her true form. Poem inscribed above.",poetry;mythical figure/creature;bijin
Kiritsubo ・・ｻ・ｽ｡・・ｻ・・ｻ・ｽ｣・ｽｺ (No. 1 Paulownia Court) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588839_001_l.jpg,"Woodblock print, oban tate-e. Hatakeyama Shoji Shigetada with a fan in his right hand, seated at a go board, the pieces spilled on the floor before him. A bough of cherry blossoms over his head. Poem inscribed above.",warrior;poetry;go;cherry blossom
Uma no koku / Seiro juni toki tsuzuki,https://research.britishmuseum.org/collectionimages/AN00526/AN00526154_001_l.jpg,"Woodblock print. Bijinga. popular culture. Hour of the horse,girl being shown letter by friend,kamuro looking in mirror. Nishiki-e on paper.",courtesan/prostitute;child;bijin;kamuro
Fujiwara no Okikaze / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429884_001_l.jpg,"Colour woodblock print. Half-length portrait of Nakamura Baigyoku ?I (=?Nakamura Utaemon III, died 1838/7) as Shajin[?Toneri] Umeo-maru. Poem by Fujiwara no Okikaze inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Woman Applying Make-up,https://research.britishmuseum.org/collectionimages/AN00224/AN00224733_001_l.jpg,Woodblock print. Beauty applying make-up with mirror. Gold leaf and mica. Annotations and seal.,costume/clothing;bijin
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00035/AN00035262_001_l.jpg,"COMPASS Title: Keisai Eisen, Young woman arranging her hair, a hanging scroll painting",fuzoku
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230150_001_l.jpg,Painting. Deity. Hotei being entertained by a young Kabuki actor playing the samisen.,kabuki;deity
Taketori tenjo ・・ｻ・ｽｫ・ｽｹ・・ｻ・・ｻ・ｽｨ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ､・ｽｩ・・ｻ・ｽｸ・・ｻ (Ascent of Taketori Princess),https://research.britishmuseum.org/collectionimages/AN00602/AN00602949_001_l.jpg,"Colour woodblock polyptych print, surimono. Taketori Princess returns to heaven: Procession with palanquin and banners winding towards moon. With poems. Nishiki-e on paper with blind printing and applied gold and silver dust. Inscribed, signed and sealed.",myth/legend
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00229/AN00229198_001_l.jpg,"Painting, hanging scroll. Bird, hanging flower bucket and morning glory. Ink and colours and gold on silk.",bird and flower
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230382_001_l.jpg,Hanging scroll. Woman and dog. Ink and colours on silk.,courtesan/prostitute;bijin
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00229/AN00229269_001_l.jpg,Hanging scroll. 2 Courtesans. Ink and colour and mica on silk.,fuzoku
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00230/AN00230156_001_l.jpg,Hanging scroll. Courtesan under willow. Ink and colours on silk.,courtesan/prostitute
Ise Monogatari ・・ｻ・ｽｼ・・ｻ・・ｻ・・ｻ・ｽ｢・・ｻ・・ｻ・ｽｩ・・ｻ・ｽｪ・・ｻ (Tales of Ise),https://research.britishmuseum.org/collectionimages/AN00692/AN00692572_001_l.jpg,"Colour woodblock-printed triptych with applied metal dust. Episode nos. 27, 1 and 10 (from right to left) linked with continuous background: The courtier Ariwara no Narihira by veranda, and women washing hands, writing and reading inside house. With poems. Inscribed, signed, sealed and marked.",poetry
painting / hanging scroll / diptych,https://research.britishmuseum.org/collectionimages/AN00135/AN00135409_001_l.jpg,"Hanging scroll, painting, left of diptych. Two geishas: young geisha seated on garden bench, holding fan; another woman with shaved eyebrows and blackened teeth standing behind. Ink-colour and gold on silk. Signed and sealed.",geisha
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00229/AN00229710_001_l.jpg,"Hanging scroll. Yoshitsune playing flute at gate, with ladies inside playing musical instruments. Ink and colours on silk.",myth/legend
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00098/AN00098884_001_l.jpg,"Kakemono. General subject - landscape. Chinese landscape with river, boats and houses.",landscape
Tojin gyoretsu no ezu ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｺ・ｽｺ・・ｻ・ｽ｡・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｹ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・ｽｳ (Picture of the Procession of the Continentals),https://research.britishmuseum.org/collectionimages/AN00594/AN00594537_001_l.jpg,"Woodblock print diptych, with hand-colouring. Second of two sheets (forming continuous composition). Procession of Korean embassy to the shogun; many with tall hats and beards. Inscribed, signed and marked.",ambassador;procession;korean
Ri・・ｻﾂﾂ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ / Nanatsu iroha toto Fuji zukushi ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽｱ・・ｻ・・ｻ・ｽｽ・・ｻ・ｽｯ・・ｻ・・ｻ・ｽ｣・ｽｫ・・ｻ・・ｻ・ｽ｡ (Complete Alphabetic Primer of Fuji in the Eastern Capital),https://research.britishmuseum.org/collectionimages/AN00587/AN00587507_001_l.jpg,"Woodblock print, oban tate-e. Onoe Kikujiro II as Osato (Inset: view of Mt. Fuji from Tsukudajima, with fireworks being launched from a boat).",landscape;kabuki;fireworks/illuminations;actor/actress
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00035/AN00035428_001_l.jpg,"COMPASS Title: Matsumura Keibun, Morning glory, a hanging scroll painting",flower
Kisaragi (First Month) / Juni-ka-getsu no uchi (From a Series of the Twelve Months),https://research.britishmuseum.org/collectionimages/AN00432/AN00432636_001_l.jpg,The actor Bando Mitsugoro III in a New Year dance holding a comic mask and large pestle. Woodblock-printed,kabuki;dance;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00536/AN00536925_001_l.jpg,"Woodblock print. Kabuki. Actor Matsumoto Koshiro as Obiya Choemon,holding an abacus. Nishiki-e on paper.",kabuki;actor/actress
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00035/AN00035930_001_l.jpg,"COMPASS Title: Kawanabe Kyosai, Dancing Skeletons, a hanging scroll painting",death
Yugao ・・ｻ・ｽ､・・ｻ・・ｻ・ｽ｡・・ｻ (Evening Faces) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00588/AN00588989_001_l.jpg,"Woodblock print, oban tate-e. Orie, the wife of Yazama, walking in the snow with a large dog, carrying a rolled-cup straw mat. Poem inscribed above.",snow;poetry;bijin;dog
print,https://research.britishmuseum.org/collectionimages/AN00527/AN00527167_001_l.jpg,"Colour woodblock print. Three geishas in Niwaka Festival in Yoshiwara: male geisha Ogie Matsuzo with female geisha Mine and Ito, holding lamp, fan, lantern and large paper moth; flowers and moths in background. Nishiki-e on paper. Sealed, signed, marked and inscribed.",geisha
print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521289_001_l.jpg,"Colour woodblock print with powdered mica ground. Actor Osagawa Tsuneo II as Sakuragi in play 'The Loved Wife's Parti-Coloured Reins'; holding one of her sleeves. Signed, sealed and marked.",kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521084_001_l.jpg,"Colour woodblock print with powdered mica ground. Actor Sawamura Sojuro as Ogishi Kurando in play 'The Iris Soga Story of the Bunroku Period'; holding open fan. Signed, sealed and marked.",kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521265_001_l.jpg,"Colour woodblock print with powdered mica ground. Actor Morita Kanya VIII as Uguisu no Jirosaku in play 'A Medley of Tales of Revenge'; twisting his body. Signed, sealed and marked.",kabuki;actor/actress
Mitate sanjurokkasen no uchi ・・ｻ・ｽｦ・・ｻ・・ｻ・ｽｫ・・ｻ・・ｻ・ｽｸ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｭ・・ｻ・ｽｭ・・ｻ・・ｻ・ｽｻ・・ｻ・・ｻ・ｽｹ・・ｻ・・ｻ・・ｻ・・ｻ ([Kabuki Roles] Viewed as the Thirty-six Poets) / Mibu no Tadamine ・・ｻ・ｽ｣・ｽｬ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｿ・｣ｰ・・ｻ・ｽｳ・ｽｰ,https://research.britishmuseum.org/collectionimages/AN00429/AN00429887_001_l.jpg,"Colour woodblock print. Half-length portrait of Ichikawa Danjuro VIII as Otokonosuke. Poem by Mibu no Tadamine inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00227/AN00227336_001_l.jpg,Hanging scroll. Women playing music. According to reg. Beauty of the Genroku period.,fuzoku
triptych print,https://research.britishmuseum.org/collectionimages/AN00590/AN00590915_001_l.jpg,"Woodblock print, triptych, vertical oban. Mongaku Shonin under the waterfall of Nachi, encouraged by Fudo Myoo and his acolytes Kongara and Seitaka.",waterfall/cascade;buddhist cleric
painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00323/AN00323533_001_l.jpg,"Painting, hanging scroll. Daruma. Ink and light colour on paper.",buddhist cleric
print,https://research.britishmuseum.org/collectionimages/AN00424/AN00424519_001_l.jpg,Colour woodblock print. Fight on Gojo Bridge between young Yoshitsune and Benkei. Nishiki-e on paper. Signed.,warrior;myth/legend;history;buddhist cleric
print,https://research.britishmuseum.org/collectionimages/AN00419/AN00419929_001_l.jpg,"Woodblock print. Travelling nun as Tokiwa Gozen at Fushimi, accompanied by two apprentices representing Tokiwa's elder sons. With hand-colouring and sprinkled metal dust. Inscribed, signed and sealed.",myth/legend;buddhist monk/nun
Kagaribi ・・ｻ・ｽｯ・・ｻ・・ｻ・・ｻ・ｽｫ (No. 27 Flares) / Genji kumo ukiyoe awase ・・ｻ・ｽｺ・・ｻ・・ｻ・ｽｰ・・ｻ・・ｻ・・ｻ・ｽｲ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｵ・ｽｵ・・ｻ・・ｻ・・ｻ (Ukiyo-e Parallels for the Cloudy Chapters of the Tale of Genji),https://research.britishmuseum.org/collectionimages/AN00589/AN00589079_001_l.jpg,"Woodblock print, oban tate-e. The kabuki actor Bando Shuka as the nun Seigen, seating in a boat shielding her face from the rain with her hat. Poem inscribed above.",poetry;kabuki;boat/ship;buddhist monk/nun
Sawamura Sojuro III as Ogishi Kurando ・・ｻ・ｽｸ・・ｻ・・ｻ・ｽｻ・ｽ｣・・ｻ・・ｻ・ｽｮ・・ｻ・ｽｲ・ｽ｢・・ｻ・・ｻ・・ｻ・・ｻ・ｽｮ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｮ・・ｻ・ｽ､・ｽｧ・・ｻ・ｽｲ・ｽｸ・・ｻ・・ｻ・ｽｵ・・ｻ・ｽｺ・ｽｺ,https://research.britishmuseum.org/collectionimages/AN00513/AN00513064_001_l.jpg,"Colour woodblock print. Half-length portrait of the actor Sawamura Sojuro III in an unidentified role, holding a fan.",kabuki;actor/actress
print,https://research.britishmuseum.org/collectionimages/AN00522/AN00522980_001_l.jpg,"Woodblock print. Kabuki. Two actors as a pair of lovers, the man with his hand on his sword. Nishiki-e on paper.",kabuki;arms/armour;actor/actress
"Naniwa Dotombori o-kabuki butai so-geiko no zu (Picture of a General Rehearsal of Grand Kabuki at Dotombori, Osaka)",https://research.britishmuseum.org/collectionimages/AN00631/AN00631964_001_l.jpg,"Colour woodblock print, triptych.  Rehearsal by an imagined grouping of Osaka kabuki actors.",kabuki;actor/actress
Sosei Hoshi / Mitate sanjurokkasen no uchi,https://research.britishmuseum.org/collectionimages/AN00429/AN00429939_001_l.jpg,"Colour woodblock print. Half-length portrait of Matsumoto Koshiro (?Danjuro VII) as Ishikawa Goemon. Poem by Sosei Hoshi inscribed above. Signed, with publisher's and carver's marks.",poetry;kabuki;actor/actress
Dai hachi Ryojun kogeki no zu ・・ｻ・ｽｬ・ｽｬ・・ｻ・・ｻ・ｽｫ・・ｻ・・ｻ・・ｻ・・ｻ・｣ｰ・・ｻ・・ｻ・・ｻ・ｽｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｹ・・ｻ・・ｻ・・ｻ・ｽｳ (Illustration of the Eighth Attack on Port Arthur),https://research.britishmuseum.org/collectionimages/AN00694/AN00694565_001_l.jpg,"Triptych. (vertical). ('The picture of the eighth attack of Port Arthur. The flag-ship of Russia was destroyed by the torpedo of our navy and Admiral Makkaloff was drowned'). Woodblock-printed. Signed, sealed and inscribed.",battleship;naval engagement
print,https://research.britishmuseum.org/collectionimages/AN00418/AN00418892_001_l.jpg,Woodblock print with hand-colouring. Ninth of series of twelve (first two missing). Korean embassy procession: Ambassador carried by four Japanese men on seat; one samurai with sword accompanying; six Korean men with hats and beards; two men on horses. Inscribed.,ambassador;procession;korean;equestrian
print,https://research.britishmuseum.org/collectionimages/AN00418/AN00418887_001_l.jpg,Woodblock print with hand-colouring. Seventh of series of twelve (first two missing). Korean embassy procession: Two men on horses; four Korean men with hats and beards; two Japanese samurais with shaven heads and with swords; four Japanese men carrying alter box. Inscribed.,ambassador;procession;korean;equestrian
Kamisuki ・・ｻ・ｽｫ・ｽｪ・・ｻ・・ｻ・・ｻ (Combing the Hair),https://research.britishmuseum.org/collectionimages/AN00287/AN00287031_001_l.jpg,Colour woodblock print. Woman in a bathrobe combing her hair.,bijin
shunga / painting / handscroll,https://research.britishmuseum.org/collectionimages/AN01405/AN01405138_001_l.jpg,"Painting, handscroll, shunga. Twelve erotic encounters, of which two have been interpolated by a later artist. Ink, colour, gold and silver pigment, and gold and silver leaf on paper. Unsigned.  The twelve scenes are described as follows:  1. A mature sam",textile;shunga;samurai;eroticism/sex;buddhist monk/nun
On-daimyo gyoretsu no zu ・・ｻ・ｽｾ・ｽ｡・・ｻ・ｽ､・ｽｧ・・ｻ・・ｻ・・ｻ・・ｻ・ｽ｡・・ｻ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｹ・・ｻ・・ｻ・・ｻ・・ｻ (Picture of a Feudal Lord's Procession) / Uki-e ・・ｻ・ｽｵ・ｽｮ・・ｻ・ｽｵ・ｽｵ (Perspective View),https://research.britishmuseum.org/collectionimages/AN00189/AN00189802_001_l.jpg,"Woodblock. Uki-e. Scene of a daimyo's procession, with figures, horse, buildings. Nishiki-e on paper.",uki-e;procession
diptych print,https://research.britishmuseum.org/collectionimages/AN00948/AN00948778_001_l.jpg,"Woodblock print, diptych. . Falcon on an ornamental perch craning upwards at flowering cherry.",tree/bush;bird
Buncho kobushi no hana ・・ｻ・・ｻ・・ｻ・・ｻ・ｽｳ・ｽ･・・ｻ・ｽｾ・・ｻ・・ｻ・ｽ､・ｽｷ・・ｻ・・ｻ・ｽｱ (Java sparrow and magnolia),https://research.britishmuseum.org/collectionimages/AN00535/AN00535761_001_l.jpg,"Woodblock print. Kachoga. Birds and flowers, Java sparrow and flowers of cucumber tree, with Chinese poem. Nishiki-e on paper.",tree/bush;literature;bird and flower
